image_id,image_path,crop_type,disease_condition,disease_full_name,confidence_score,image_width,image_height,capture_date,location,weather_condition,severity_level
img_0020,images/tomato/Septoria_leaf_spot/0020.jpg,Tomato,Septoria_leaf_spot,Tomato___Septoria_leaf_spot,0.9411507835702722,512,224,2023-01-14 21:12:47.567567567,Lab_Setup,Rainy,Medium
img_0021,images/apple/Apple_scab/0021.jpg,Apple,Apple_scab,Apple___Apple_scab,0.8588981690400432,512,256,2023-01-15 14:45:02.702702702,Lab_Setup,Sunny,High
img_0022,images/corn/Northern_Leaf_Blight/0022.jpg,Corn,Northern_Leaf_Blight,Corn___Northern_Leaf_Blight,0.9392580459897298,512,512,2023-01-16 08:17:17.837837837,Farm_A,Humid,Low
img_0023,images/corn/healthy/0023.jpg,Corn,healthy,Corn___healthy,0.9688479353972517,224,256,2023-01-17 01:49:32.972972973,Farm_C,Humid,None
img_0024,images/corn/healthy/0024.jpg,Corn,healthy,Corn___healthy,0.9191313834910146,224,512,2023-01-17 19:21:48.108108108,Farm_C,Cloudy,None
img_0025,images/potato/Early_blight/0025.jpg,Potato,Early_blight,Potato___Early_blight,0.9115071102612078,512,512,2023-01-18 12:54:03.243243243,Lab_Setup,Humid,Low
img_0026,images/apple/healthy/0026.jpg,Apple,healthy,Apple___healthy,0.9288585800766938,256,224,2023-01-19 06:26:18.378378378,Farm_C,Humid,None
img_0027,images/corn/Gray_leaf_spot/0027.jpg,Corn,Gray_leaf_spot,Corn___Gray_leaf_spot,0.9255777527822342,224,224,2023-01-19 23:58:33.513513513,Lab_Setup,Humid,High
img_0028,images/apple/Cedar_apple_rust/0028.jpg,Apple,Cedar_apple_rust,Apple___Cedar_apple_rust,0.8725709802155606,256,256,2023-01-20 17:30:48.648648648,Farm_A,Cloudy,Low
img_0029,images/tomato/Late_blight/0029.jpg,Tomato,Late_blight,Tomato___Late_blight,0.9720044826262805,256,256,2023-01-21 11:03:03.783783783,Farm_C,Rainy,Medium
img_0030,images/tomato/Septoria_leaf_spot/0030.jpg,Tomato,Septoria_leaf_spot,Tomato___Septoria_leaf_spot,0.9754527819892891,512,256,2023-01-22 04:35:18.918918918,Farm_A,Sunny,Low
img_0031,images/potato/healthy/0031.jpg,Potato,healthy,Potato___healthy,0.9097950904076759,224,224,2023-01-22 22:07:34.054054054,Farm_C,Humid,None
img_0032,images/tomato/Early_blight/0032.jpg,Tomato,Early_blight,Tomato___Early_blight,0.9215046223608592,224,256,2023-01-23 15:39:49.189189189,Farm_A,Sunny,High
img_0033,images/potato/Early_blight/0033.jpg,Potato,Early_blight,Potato___Early_blight,0.8972661239965078,512,512,2023-01-24 09:12:04.324324324,Farm_B,Rainy,Critical
img_0034,images/tomato/healthy/0034.jpg,Tomato,healthy,Tomato___healthy,0.9484226542453249,224,256,2023-01-25 02:44:19.459459459,Farm_A,Cloudy,None
img_0035,images/apple/healthy/0035.jpg,Apple,healthy,Apple___healthy,0.8845626487974041,512,256,2023-01-25 20:16:34.594594594,Farm_C,Sunny,None
img_0036,images/tomato/Late_blight/0036.jpg,Tomato,Late_blight,Tomato___Late_blight,0.8898776692128454,224,512,2023-01-26 13:48:49.729729729,Farm_A,Cloudy,Medium
img_0037,images/corn/Northern_Leaf_Blight/0037.jpg,Corn,Northern_Leaf_Blight,Corn___Northern_Leaf_Blight,0.8572070251749985,224,224,2023-01-27 07:21:04.864864865,Farm_A,Humid,Medium
img_0038,images/apple/Black_rot/0038.jpg,Apple,Black_rot,Apple___Black_rot,0.924330841664399,256,256,2023-01-28 00:53:20.000000000,Lab_Setup,Humid,Critical
img_0039,images/tomato/Septoria_leaf_spot/0039.jpg,Tomato,Septoria_leaf_spot,Tomato___Septoria_leaf_spot,0.9566267461460205,512,224,2023-01-28 18:25:35.135135135,Farm_C,Cloudy,Critical
img_0040,images/tomato/Late_blight/0040.jpg,Tomato,Late_blight,Tomato___Late_blight,0.9385228162831011,256,256,2023-01-29 11:57:50.270270270,Farm_C,Humid,Critical
img_0041,images/apple/Apple_scab/0041.jpg,Apple,Apple_scab,Apple___Apple_scab,0.8711004561551601,512,256,2023-01-30 05:30:05.405405405,Lab_Setup,Sunny,High
img_0042,images/apple/healthy/0042.jpg,Apple,healthy,Apple___healthy,0.8956342467282639,512,256,2023-01-30 23:02:20.540540540,Farm_C,Humid,None
img_0043,images/apple/Cedar_apple_rust/0043.jpg,Apple,Cedar_apple_rust,Apple___Cedar_apple_rust,0.8988132382208421,512,224,2023-01-31 16:34:35.675675675,Farm_A,Rainy,Critical
img_0044,images/tomato/Septoria_leaf_spot/0044.jpg,Tomato,Septoria_leaf_spot,Tomato___Septoria_leaf_spot,0.9811421984231428,224,512,2023-02-01 10:06:50.810810810,Lab_Setup,Sunny,Low
img_0045,images/apple/Black_rot/0045.jpg,Apple,Black_rot,Apple___Black_rot,0.9794571065589988,256,256,2023-02-02 03:39:05.945945946,Farm_C,Humid,Critical
img_0046,images/potato/Early_blight/0046.jpg,Potato,Early_blight,Potato___Early_blight,0.9875035680661209,224,256,2023-02-02 21:11:21.081081081,Farm_A,Rainy,Medium
img_0047,images/corn/Northern_Leaf_Blight/0047.jpg,Corn,Northern_Leaf_Blight,Corn___Northern_Leaf_Blight,0.9281610835049936,512,512,2023-02-03 14:43:36.216216216,Farm_A,Sunny,High
img_0048,images/apple/Cedar_apple_rust/0048.jpg,Apple,Cedar_apple_rust,Apple___Cedar_apple_rust,0.9516337950418335,512,256,2023-02-04 08:15:51.351351351,Lab_Setup,Sunny,Critical
img_0049,images/apple/healthy/0049.jpg,Apple,healthy,Apple___healthy,0.8617795950993068,256,256,2023-02-05 01:48:06.486486486,Farm_C,Rainy,None
img_0050,images/corn/healthy/0050.jpg,Corn,healthy,Corn___healthy,0.981618681944089,224,224,2023-02-05 19:20:21.621621621,Farm_B,Rainy,None
img_0051,images/corn/healthy/0051.jpg,Corn,healthy,Corn___healthy,0.926822730511322,256,512,2023-02-06 12:52:36.756756756,Lab_Setup,Sunny,None
img_0052,images/potato/Late_blight/0052.jpg,Potato,Late_blight,Potato___Late_blight,0.8746295353748283,224,256,2023-02-07 06:24:51.891891892,Farm_A,Rainy,Critical
img_0053,images/tomato/healthy/0053.jpg,Tomato,healthy,Tomato___healthy,0.94094860586661,512,512,2023-02-07 23:57:07.027027027,Farm_A,Rainy,None
img_0054,images/apple/Apple_scab/0054.jpg,Apple,Apple_scab,Apple___Apple_scab,0.9259556322776858,512,512,2023-02-08 17:29:22.162162162,Farm_B,Humid,Medium
img_0055,images/corn/healthy/0055.jpg,Corn,healthy,Corn___healthy,0.9325819186584762,256,224,2023-02-09 11:01:37.297297297,Farm_C,Cloudy,None
img_0056,images/tomato/healthy/0056.jpg,Tomato,healthy,Tomato___healthy,0.9383594076396168,256,224,2023-02-10 04:33:52.432432432,Farm_B,Sunny,None
img_0057,images/corn/Northern_Leaf_Blight/0057.jpg,Corn,Northern_Leaf_Blight,Corn___Northern_Leaf_Blight,0.943649368352834,224,224,2023-02-10 22:06:07.567567567,Lab_Setup,Sunny,Critical
img_0058,images/apple/Cedar_apple_rust/0058.jpg,Apple,Cedar_apple_rust,Apple___Cedar_apple_rust,0.9300805878892856,224,224,2023-02-11 15:38:22.702702702,Lab_Setup,Rainy,Medium
img_0059,images/corn/Gray_leaf_spot/0059.jpg,Corn,Gray_leaf_spot,Corn___Gray_leaf_spot,0.8891384478515462,256,512,2023-02-12 09:10:37.837837837,Lab_Setup,Sunny,Low
img_0060,images/tomato/healthy/0060.jpg,Tomato,healthy,Tomato___healthy,0.8963050426538719,256,224,2023-02-13 02:42:52.972972973,Farm_C,Humid,None
img_0061,images/corn/Northern_Leaf_Blight/0061.jpg,Corn,Northern_Leaf_Blight,Corn___Northern_Leaf_Blight,0.9694213237654304,512,224,2023-02-13 20:15:08.108108108,Farm_A,Rainy,High
img_0062,images/apple/Apple_scab/0062.jpg,Apple,Apple_scab,Apple___Apple_scab,0.8943690807218788,256,224,2023-02-14 13:47:23.243243243,Farm_B,Humid,Medium
img_0063,images/potato/Early_blight/0063.jpg,Potato,Early_blight,Potato___Early_blight,0.9802023568735164,256,256,2023-02-15 07:19:38.378378378,Lab_Setup,Humid,Medium
img_0064,images/tomato/Septoria_leaf_spot/0064.jpg,Tomato,Septoria_leaf_spot,Tomato___Septoria_leaf_spot,0.8696117621331133,512,256,2023-02-16 00:51:53.513513513,Farm_B,Cloudy,Low
img_0065,images/tomato/healthy/0065.jpg,Tomato,healthy,Tomato___healthy,0.9475822037393375,512,256,2023-02-16 18:24:08.648648648,Lab_Setup,Humid,None
img_0066,images/corn/Gray_leaf_spot/0066.jpg,Corn,Gray_leaf_spot,Corn___Gray_leaf_spot,0.8915114201106917,256,512,2023-02-17 11:56:23.783783783,Farm_B,Sunny,Critical
img_0067,images/corn/Gray_leaf_spot/0067.jpg,Corn,Gray_leaf_spot,Corn___Gray_leaf_spot,0.8614231852560337,512,224,2023-02-18 05:28:38.918918919,Lab_Setup,Sunny,Critical
img_0068,images/apple/Apple_scab/0068.jpg,Apple,Apple_scab,Apple___Apple_scab,0.8599317283799899,256,256,2023-02-18 23:00:54.054054054,Lab_Setup,Humid,High
img_0069,images/corn/Northern_Leaf_Blight/0069.jpg,Corn,Northern_Leaf_Blight,Corn___Northern_Leaf_Blight,0.9310410853710582,512,512,2023-02-19 16:33:09.189189189,Farm_B,Humid,Low
img_0070,images/potato/Early_blight/0070.jpg,Potato,Early_blight,Potato___Early_blight,0.9259702488590607,224,256,2023-02-20 10:05:24.324324324,Farm_B,Cloudy,Medium
img_0071,images/apple/Apple_scab/0071.jpg,Apple,Apple_scab,Apple___Apple_scab,0.85522874642489,256,512,2023-02-21 03:37:39.459459459,Farm_B,Humid,Critical
img_0072,images/tomato/Late_blight/0072.jpg,Tomato,Late_blight,Tomato___Late_blight,0.9231140564076726,224,224,2023-02-21 21:09:54.594594594,Farm_C,Rainy,Medium
img_0073,images/corn/Gray_leaf_spot/0073.jpg,Corn,Gray_leaf_spot,Corn___Gray_leaf_spot,0.8772132047592822,256,512,2023-02-22 14:42:09.729729730,Farm_C,Humid,Critical
img_0074,images/apple/healthy/0074.jpg,Apple,healthy,Apple___healthy,0.8685843591140158,256,256,2023-02-23 08:14:24.864864865,Farm_B,Humid,None
img_0075,images/apple/Apple_scab/0075.jpg,Apple,Apple_scab,Apple___Apple_scab,0.9058349262022712,512,256,2023-02-24 01:46:40.000000000,Farm_C,Cloudy,Low
img_0076,images/potato/Early_blight/0076.jpg,Potato,Early_blight,Potato___Early_blight,0.9847707780549095,512,512,2023-02-24 19:18:55.135135135,Farm_A,Rainy,Low
img_0077,images/apple/Apple_scab/0077.jpg,Apple,Apple_scab,Apple___Apple_scab,0.8742612048099184,224,512,2023-02-25 12:51:10.270270270,Farm_B,Rainy,Medium
img_0078,images/tomato/Early_blight/0078.jpg,Tomato,Early_blight,Tomato___Early_blight,0.9500434291780087,224,224,2023-02-26 06:23:25.405405405,Farm_A,Rainy,Low
img_0079,images/tomato/Septoria_leaf_spot/0079.jpg,Tomato,Septoria_leaf_spot,Tomato___Septoria_leaf_spot,0.9419955859900233,224,256,2023-02-26 23:55:40.540540540,Farm_A,Humid,High
img_0080,images/corn/Northern_Leaf_Blight/0080.jpg,Corn,Northern_Leaf_Blight,Corn___Northern_Leaf_Blight,0.9292452094691707,512,224,2023-02-27 17:27:55.675675675,Farm_B,Sunny,Low
img_0081,images/corn/healthy/0081.jpg,Corn,healthy,Corn___healthy,0.8628518692138818,512,224,2023-02-28 11:00:10.810810811,Farm_B,Cloudy,None
img_0082,images/corn/healthy/0082.jpg,Corn,healthy,Corn___healthy,0.9485121003132033,256,256,2023-03-01 04:32:25.945945946,Lab_Setup,Sunny,None
img_0083,images/tomato/Septoria_leaf_spot/0083.jpg,Tomato,Septoria_leaf_spot,Tomato___Septoria_leaf_spot,0.8984826049525161,256,256,2023-03-01 22:04:41.081081081,Farm_A,Humid,Medium
img_0084,images/potato/Early_blight/0084.jpg,Potato,Early_blight,Potato___Early_blight,0.982880402422794,256,512,2023-03-02 15:36:56.216216216,Farm_B,Cloudy,High
img_0085,images/potato/Early_blight/0085.jpg,Potato,Early_blight,Potato___Early_blight,0.9201455837481363,224,224,2023-03-03 09:09:11.351351351,Lab_Setup,Rainy,Critical
img_0086,images/tomato/Septoria_leaf_spot/0086.jpg,Tomato,Septoria_leaf_spot,Tomato___Septoria_leaf_spot,0.9821952235975234,512,256,2023-03-04 02:41:26.486486486,Farm_C,Rainy,Low
img_0087,images/apple/Apple_scab/0087.jpg,Apple,Apple_scab,Apple___Apple_scab,0.9635685847430404,512,224,2023-03-04 20:13:41.621621621,Lab_Setup,Humid,Low
img_0088,images/apple/Apple_scab/0088.jpg,Apple,Apple_scab,Apple___Apple_scab,0.9412078680600903,512,224,2023-03-05 13:45:56.756756757,Farm_A,Rainy,High
img_0089,images/corn/healthy/0089.jpg,Corn,healthy,Corn___healthy,0.8525510555912169,512,256,2023-03-06 07:18:11.891891892,Farm_C,Humid,None
img_0090,images/apple/Apple_scab/0090.jpg,Apple,Apple_scab,Apple___Apple_scab,0.9418011689533039,224,256,2023-03-07 00:50:27.027027027,Farm_B,Cloudy,Medium
img_0091,images/apple/Black_rot/0091.jpg,Apple,Black_rot,Apple___Black_rot,0.8864972339530264,512,256,2023-03-07 18:22:42.162162162,Farm_A,Cloudy,Low
img_0092,images/potato/healthy/0092.jpg,Potato,healthy,Potato___healthy,0.9728460818937874,224,224,2023-03-08 11:54:57.297297297,Farm_A,Sunny,None
img_0093,images/apple/healthy/0093.jpg,Apple,healthy,Apple___healthy,0.8748415361291612,224,512,2023-03-09 05:27:12.432432432,Farm_A,Humid,None
img_0094,images/apple/healthy/0094.jpg,Apple,healthy,Apple___healthy,0.9020825320109896,512,512,2023-03-09 22:59:27.567567567,Farm_B,Rainy,None
img_0095,images/tomato/Late_blight/0095.jpg,Tomato,Late_blight,Tomato___Late_blight,0.8834035603706476,512,224,2023-03-10 16:31:42.702702702,Farm_C,Sunny,High
img_0096,images/potato/Late_blight/0096.jpg,Potato,Late_blight,Potato___Late_blight,0.9028820440646813,224,256,2023-03-11 10:03:57.837837838,Lab_Setup,Rainy,Low
img_0097,images/tomato/Early_blight/0097.jpg,Tomato,Early_blight,Tomato___Early_blight,0.8916689244313035,512,224,2023-03-12 03:36:12.972972973,Lab_Setup,Rainy,Low
img_0098,images/potato/Late_blight/0098.jpg,Potato,Late_blight,Potato___Late_blight,0.9686000401733825,224,512,2023-03-12 21:08:28.108108108,Lab_Setup,Cloudy,High
img_0099,images/apple/healthy/0099.jpg,Apple,healthy,Apple___healthy,0.9302813043372601,512,224,2023-03-13 14:40:43.243243243,Farm_A,Humid,None
img_0100,images/corn/Northern_Leaf_Blight/0100.jpg,Corn,Northern_Leaf_Blight,Corn___Northern_Leaf_Blight,0.8960130363517882,512,224,2023-03-14 08:12:58.378378378,Lab_Setup,Sunny,High
img_0101,images/potato/Late_blight/0101.jpg,Potato,Late_blight,Potato___Late_blight,0.8658850442824427,224,256,2023-03-15 01:45:13.513513513,Farm_B,Humid,Medium
img_0102,images/potato/Early_blight/0102.jpg,Potato,Early_blight,Potato___Early_blight,0.9118142701922728,512,224,2023-03-15 19:17:28.648648648,Farm_C,Humid,Medium
img_0103,images/corn/Northern_Leaf_Blight/0103.jpg,Corn,Northern_Leaf_Blight,Corn___Northern_Leaf_Blight,0.9463242014245055,256,224,2023-03-16 12:49:43.783783784,Farm_A,Cloudy,High
img_0104,images/corn/healthy/0104.jpg,Corn,healthy,Corn___healthy,0.9481356784042768,256,224,2023-03-17 06:21:58.918918919,Farm_B,Humid,None
img_0105,images/potato/Early_blight/0105.jpg,Potato,Early_blight,Potato___Early_blight,0.8705246750368836,224,224,2023-03-17 23:54:14.054054054,Farm_B,Humid,Critical
img_0106,images/corn/Gray_leaf_spot/0106.jpg,Corn,Gray_leaf_spot,Corn___Gray_leaf_spot,0.9018899005893647,224,512,2023-03-18 17:26:29.189189189,Farm_C,Sunny,Low
img_0107,images/apple/healthy/0107.jpg,Apple,healthy,Apple___healthy,0.8990305545380439,512,512,2023-03-19 10:58:44.324324324,Farm_A,Rainy,None
img_0108,images/tomato/Early_blight/0108.jpg,Tomato,Early_blight,Tomato___Early_blight,0.9487118110015323,256,256,2023-03-20 04:30:59.459459459,Farm_C,Humid,Medium
img_0109,images/apple/Cedar_apple_rust/0109.jpg,Apple,Cedar_apple_rust,Apple___Cedar_apple_rust,0.8855155043422394,256,256,2023-03-20 22:03:14.594594594,Farm_B,Rainy,Critical
img_0110,images/tomato/healthy/0110.jpg,Tomato,healthy,Tomato___healthy,0.8664536745487946,224,512,2023-03-21 15:35:29.729729729,Farm_A,Humid,None
img_0111,images/corn/Gray_leaf_spot/0111.jpg,Corn,Gray_leaf_spot,Corn___Gray_leaf_spot,0.8832509059809458,224,512,2023-03-22 09:07:44.864864865,Lab_Setup,Sunny,Low
img_0112,images/tomato/healthy/0112.jpg,Tomato,healthy,Tomato___healthy,0.9239718169816092,224,256,2023-03-23 02:40:00.000000000,Farm_B,Rainy,None
img_0113,images/corn/Gray_leaf_spot/0113.jpg,Corn,Gray_leaf_spot,Corn___Gray_leaf_spot,0.9857830357390694,224,512,2023-03-23 20:12:15.135135135,Farm_A,Rainy,Medium
img_0114,images/tomato/Late_blight/0114.jpg,Tomato,Late_blight,Tomato___Late_blight,0.9890150714567021,224,512,2023-03-24 13:44:30.270270270,Farm_C,Rainy,Low
img_0115,images/apple/Black_rot/0115.jpg,Apple,Black_rot,Apple___Black_rot,0.8732701604672954,224,256,2023-03-25 07:16:45.405405405,Farm_C,Humid,Low
img_0116,images/tomato/Late_blight/0116.jpg,Tomato,Late_blight,Tomato___Late_blight,0.9475695078209341,512,512,2023-03-26 00:49:00.540540540,Farm_A,Humid,Critical
img_0117,images/potato/Early_blight/0117.jpg,Potato,Early_blight,Potato___Early_blight,0.9830576077707183,256,224,2023-03-26 18:21:15.675675675,Lab_Setup,Cloudy,Critical
img_0118,images/apple/healthy/0118.jpg,Apple,healthy,Apple___healthy,0.9149177766915975,256,256,2023-03-27 11:53:30.810810811,Lab_Setup,Rainy,None
img_0119,images/tomato/Late_blight/0119.jpg,Tomato,Late_blight,Tomato___Late_blight,0.9864152730732633,512,256,2023-03-28 05:25:45.945945946,Farm_C,Sunny,Low
img_0120,images/apple/Apple_scab/0120.jpg,Apple,Apple_scab,Apple___Apple_scab,0.907568940922106,224,224,2023-03-28 22:58:01.081081081,Farm_A,Cloudy,High
img_0121,images/corn/Gray_leaf_spot/0121.jpg,Corn,Gray_leaf_spot,Corn___Gray_leaf_spot,0.9816744557989536,512,224,2023-03-29 16:30:16.216216216,Farm_C,Sunny,Medium
img_0122,images/potato/Early_blight/0122.jpg,Potato,Early_blight,Potato___Early_blight,0.9805819876695618,256,512,2023-03-30 10:02:31.351351351,Farm_A,Sunny,High
img_0123,images/tomato/healthy/0123.jpg,Tomato,healthy,Tomato___healthy,0.9027048713629269,224,256,2023-03-31 03:34:46.486486486,Lab_Setup,Humid,None
img_0124,images/apple/Apple_scab/0124.jpg,Apple,Apple_scab,Apple___Apple_scab,0.9027434557913117,256,512,2023-03-31 21:07:01.621621621,Farm_A,Cloudy,High
img_0125,images/potato/healthy/0125.jpg,Potato,healthy,Potato___healthy,0.9296714056832046,224,256,2023-04-01 14:39:16.756756756,Farm_A,Humid,None
img_0126,images/apple/Apple_scab/0126.jpg,Apple,Apple_scab,Apple___Apple_scab,0.8519140750757797,512,256,2023-04-02 08:11:31.891891892,Lab_Setup,Sunny,Low
img_0127,images/tomato/Late_blight/0127.jpg,Tomato,Late_blight,Tomato___Late_blight,0.9895291571903467,224,512,2023-04-03 01:43:47.027027027,Farm_A,Sunny,Low
img_0128,images/potato/Early_blight/0128.jpg,Potato,Early_blight,Potato___Early_blight,0.9689506346948376,224,224,2023-04-03 19:16:02.162162162,Farm_B,Sunny,Medium
img_0129,images/apple/Apple_scab/0129.jpg,Apple,Apple_scab,Apple___Apple_scab,0.9835671438162211,224,256,2023-04-04 12:48:17.297297297,Farm_A,Sunny,Critical
img_0130,images/apple/Black_rot/0130.jpg,Apple,Black_rot,Apple___Black_rot,0.9001427805245976,512,256,2023-04-05 06:20:32.432432432,Farm_B,Cloudy,Medium
img_0131,images/tomato/Early_blight/0131.jpg,Tomato,Early_blight,Tomato___Early_blight,0.9663920086087502,256,224,2023-04-05 23:52:47.567567567,Farm_B,Rainy,Low
img_0132,images/corn/healthy/0132.jpg,Corn,healthy,Corn___healthy,0.9727315043721683,224,224,2023-04-06 17:25:02.702702702,Lab_Setup,Humid,None
img_0133,images/tomato/Septoria_leaf_spot/0133.jpg,Tomato,Septoria_leaf_spot,Tomato___Septoria_leaf_spot,0.9557192157943066,224,256,2023-04-07 10:57:17.837837838,Farm_B,Humid,High
img_0134,images/tomato/Septoria_leaf_spot/0134.jpg,Tomato,Septoria_leaf_spot,Tomato___Septoria_leaf_spot,0.8690920065821477,256,256,2023-04-08 04:29:32.972972973,Farm_B,Cloudy,Medium
img_0135,images/corn/healthy/0135.jpg,Corn,healthy,Corn___healthy,0.9276741851959116,512,512,2023-04-08 22:01:48.108108108,Farm_B,Rainy,None
img_0136,images/potato/Late_blight/0136.jpg,Potato,Late_blight,Potato___Late_blight,0.9219585284823735,512,256,2023-04-09 15:34:03.243243243,Farm_C,Cloudy,High
img_0137,images/apple/Apple_scab/0137.jpg,Apple,Apple_scab,Apple___Apple_scab,0.9829328873120698,256,224,2023-04-10 09:06:18.378378378,Farm_B,Sunny,Critical
img_0138,images/apple/healthy/0138.jpg,Apple,healthy,Apple___healthy,0.9142790058733565,256,256,2023-04-11 02:38:33.513513513,Farm_A,Cloudy,None
img_0139,images/corn/Gray_leaf_spot/0139.jpg,Corn,Gray_leaf_spot,Corn___Gray_leaf_spot,0.8792783107509919,512,512,2023-04-11 20:10:48.648648648,Farm_C,Humid,Low
img_0140,images/tomato/Septoria_leaf_spot/0140.jpg,Tomato,Septoria_leaf_spot,Tomato___Septoria_leaf_spot,0.8679264174540882,512,512,2023-04-12 13:43:03.783783783,Farm_B,Rainy,Critical
img_0141,images/apple/healthy/0141.jpg,Apple,healthy,Apple___healthy,0.8754632118158803,224,512,2023-04-13 07:15:18.918918919,Lab_Setup,Humid,None
img_0142,images/potato/healthy/0142.jpg,Potato,healthy,Potato___healthy,0.9434580833929438,256,224,2023-04-14 00:47:34.054054054,Farm_B,Humid,None
img_0143,images/apple/Cedar_apple_rust/0143.jpg,Apple,Cedar_apple_rust,Apple___Cedar_apple_rust,0.9650506891582229,256,256,2023-04-14 18:19:49.189189189,Farm_A,Cloudy,Low
img_0144,images/tomato/Early_blight/0144.jpg,Tomato,Early_blight,Tomato___Early_blight,0.8668890219540841,224,256,2023-04-15 11:52:04.324324324,Farm_B,Cloudy,Low
img_0145,images/corn/healthy/0145.jpg,Corn,healthy,Corn___healthy,0.8962139318634217,512,224,2023-04-16 05:24:19.459459460,Farm_B,Sunny,None
img_0146,images/potato/Late_blight/0146.jpg,Potato,Late_blight,Potato___Late_blight,0.9462898603934516,256,512,2023-04-16 22:56:34.594594594,Farm_C,Rainy,Low
img_0147,images/apple/Apple_scab/0147.jpg,Apple,Apple_scab,Apple___Apple_scab,0.8887628707406086,224,224,2023-04-17 16:28:49.729729730,Farm_C,Sunny,Critical
img_0148,images/tomato/healthy/0148.jpg,Tomato,healthy,Tomato___healthy,0.917833217926743,256,512,2023-04-18 10:01:04.864864864,Farm_B,Rainy,None
img_0149,images/apple/Black_rot/0149.jpg,Apple,Black_rot,Apple___Black_rot,0.9546459313387259,256,512,2023-04-19 03:33:20.000000000,Lab_Setup,Humid,High
img_0150,images/apple/Cedar_apple_rust/0150.jpg,Apple,Cedar_apple_rust,Apple___Cedar_apple_rust,0.9753289572762078,256,512,2023-04-19 21:05:35.135135134,Farm_C,Rainy,Low
img_0151,images/apple/Black_rot/0151.jpg,Apple,Black_rot,Apple___Black_rot,0.9126377313552836,512,512,2023-04-20 14:37:50.270270270,Farm_C,Rainy,Low
